6	-198.0
9	-181.0
13	-180.0
22	45.0
24	-187.0
33	-175.0
37	-196.0
43	-188.0
46	-191.0
50	-173.0
62	-166.0
65	-187.0
69	-173.0
74	-176.0
83	143.0
87	-192.0
90	-195.0
95	-167.0
101	-165.0
109	-191.0
118	-184.0
123	-175.0
128	-194.0
131	-182.0
136	-197.0
142	-197.0
149	-173.0
154	-184.0
159	-170.0
173	-165.0
178	-170.0
188	144.0
193	-189.0
201	-160.0
207	-189.0
212	-198.0
218	-177.0
224	-173.0
228	-180.0
236	-161.0
242	-172.0
248	-162.0
253	-187.0
262	-177.0
271	-173.0
275	-189.0
279	-181.0
285	-160.0
292	-186.0
296	-184.0
306	-168.0
311	-177.0
317	-191.0
328	-187.0
337	-168.0
344	-181.0
347	-181.0
354	-187.0
358	-190.0
363	-188.0
366	-180.0
372	-182.0
380	-165.0
383	-184.0
393	-176.0
407	-167.0
410	-184.0
414	-173.0
418	-190.0
421	-187.0
433	-189.0
435	-189.0
440	-196.0
442	-187.0
447	-185.0
451	-174.0
461	-174.0
464	-189.0
469	-182.0
475	-180.0
481	-173.0
484	-183.0
487	-181.0
493	-177.0
497	-179.0
505	-161.0
511	-174.0
516	-179.0
519	-192.0
525	-164.0
532	-164.0
535	-189.0
541	-196.0
545	-188.0
552	-167.0
560	144.0
563	-194.0
568	-177.0
572	-191.0
578	-162.0
581	-198.0
586	-177.0
594	-161.0
598	-178.0
603	-177.0
610	-170.0
614	-187.0
620	-195.0
625	-183.0
633	-171.0
638	-171.0
649	-183.0
666	-161.0
678	-162.0
682	-194.0
685	-195.0
692	-189.0
694	-187.0
699	-179.0
710	-177.0
714	-197.0
718	-188.0
722	-196.0
732	-164.0
738	-174.0
742	-185.0
746	-174.0
753	-175.0
759	-171.0
763	-187.0
767	-181.0
770	-188.0
780	-171.0
782	-187.0
784	-191.0
792	-167.0
794	-199.0
804	-171.0
810	-167.0
814	-179.0
817	-186.0
821	-173.0
824	-182.0
835	-163.0
839	-179.0
845	-174.0
847	-190.0
851	-183.0
854	-197.0
860	-171.0
862	-188.0
867	-182.0
872	-171.0
877	-187.0
887	-174.0
894	-172.0
899	-182.0
917	-186.0
920	-188.0
